"","(Intercept)","NeighborhoodBlueste","NeighborhoodBrDale","NeighborhoodBrkSide","NeighborhoodClearCr","NeighborhoodCollgCr","NeighborhoodCrawfor","NeighborhoodEdwards","NeighborhoodGilbert","NeighborhoodIDOTRR","NeighborhoodMeadowV","NeighborhoodMitchel","NeighborhoodNAmes","NeighborhoodNoRidge","NeighborhoodNPkVill","NeighborhoodNridgHt","NeighborhoodNWAmes","NeighborhoodOldTown","NeighborhoodSawyer","NeighborhoodSawyerW","NeighborhoodSomerst","NeighborhoodStoneBr","NeighborhoodSWISU","NeighborhoodTimber","NeighborhoodVeenker","OverallQual","TotalBsmtSF","GrLivArea","KitchenQualFa","KitchenQualGd","KitchenQualTA","GarageArea","BsmtFinSF1","BsmtFinType1BLQ","BsmtFinType1GLQ","BsmtFinType1LwQ","BsmtFinType1NoBasement","BsmtFinType1Rec","BsmtFinType1Unf","OverallCond","LotArea","X1stFlrSF"
"371",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,950.589658950783,1661.11604134724,0,0,1,460,-0.972684900323611,0,0,0,0,0,1,5,8119.94634315856,949.99259288921
"701",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1797.58965895078,1797.11604134724,0,1,0,765,1273.02731509968,0,1,0,0,0,0,5,14329.9463431586,1796.99259288921
"1207",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1053.58965895078,1053.11604134724,0,0,1,384,1055.02731509968,0,0,0,0,1,0,4,8898.94634315856,1052.99259288921
"373",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,741.589658950783,749.116041347238,0,0,1,264,622.027315099676,0,0,0,0,0,0,5,7173.94634315856,748.99259288921
"157",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,-2.41034104921716,1037.11604134724,0,0,1,625,-0.972684900323611,0,0,0,1,0,0,7,7198.94634315856,1036.99259288921
"698",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,977.589658950783,1145.11604134724,0,0,1,308,209.027315099676,0,0,1,0,0,0,7,6418.94634315856,1144.99259288921
"196",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,852.589658950783,1453.11604134724,0,0,1,440,565.027315099676,0,0,0,0,0,0,6,2278.94634315856,851.99259288921
"1008",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,543.589658950783,1089.11604134724,0,0,1,286,272.027315099676,1,0,0,0,0,0,4,2215.94634315856,542.99259288921
"948",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1613.58965895078,1626.11604134724,0,1,0,808,1299.02731509968,0,1,0,0,0,0,5,14534.9463431586,1625.99259288921
"995",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1697.58965895078,1715.11604134724,0,0,0,786,1171.02731509968,0,1,0,0,0,0,5,12454.9463431586,1714.99259288921
"763",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,753.589658950783,1544.11604134724,0,1,0,614,23.0273150996764,0,1,0,0,0,0,5,8638.94634315856,760.99259288921
"390",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1679.58965895078,2329.11604134724,0,0,0,846,1279.02731509968,0,1,0,0,0,0,5,12472.9463431586,1738.99259288921
"821",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,795.589658950783,1637.11604134724,0,1,0,595,-0.972684900323611,0,0,0,0,0,1,5,7224.94634315856,794.99259288921
"12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1172.58965895078,2321.11604134724,0,0,0,736,997.027315099676,0,1,0,0,0,0,5,11922.9463431586,1178.99259288921
"1392",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1581.58965895078,1581.11604134724,0,0,1,792,-0.972684900323611,0,0,0,0,0,1,5,8942.94634315856,1580.99259288921
"1042",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,797.589658950783,1629.11604134724,0,1,0,484,399.027315099676,0,1,0,0,0,0,8,9128.94634315856,796.99259288921
"375",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,844.589658950783,1925.11604134724,0,1,0,434,-0.972684900323611,0,0,0,0,0,1,5,8198.94634315856,843.99259288921
"1416",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1383.58965895078,1566.11604134724,0,1,0,660,987.027315099676,0,0,0,0,0,0,5,3633.94634315856,1565.99259288921
"829",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1010.58965895078,2123.11604134724,0,0,1,538,248.027315099676,0,0,1,0,0,0,5,28696.9463431586,1156.99259288921
"737",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-2.41034104921716,1037.11604134724,0,0,1,400,-0.972684900323611,0,0,0,1,0,0,4,8542.94634315856,1036.99259288921
"1122",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1549.58965895078,1549.11604134724,0,1,0,782,23.0273150996764,0,1,0,0,0,0,5,10082.9463431586,1548.99259288921
"516",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2003.58965895078,2017.11604134724,0,0,0,900,1435.02731509968,0,1,0,0,0,0,5,12218.9463431586,2016.99259288921
"1250",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,873.589658950783,985.116041347238,0,0,1,276,533.027315099676,1,0,0,0,0,0,7,7198.94634315856,984.99259288921
"723",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,861.589658950783,861.116041347238,0,0,1,463,190.027315099676,0,0,0,0,0,0,7,8118.94634315856,860.99259288921
"1072",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,724.589658950783,1553.11604134724,0,0,1,441,297.027315099676,0,0,0,0,1,0,6,11698.9463431586,825.99259288921
"452",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1530.58965895078,1530.11604134724,0,1,0,576,654.027315099676,0,0,0,0,0,0,5,70759.9463431586,1529.99259288921
"1155",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,861.589658950783,1817.11604134724,0,1,0,492,453.027315099676,0,0,0,0,0,0,6,13698.9463431586,898.99259288921
"687",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,871.589658950783,1758.11604134724,0,1,0,578,-0.972684900323611,0,0,0,0,0,1,6,10205.9463431586,870.99259288921
"149",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1077.58965895078,1077.11604134724,0,1,0,0,679.027315099676,0,1,0,0,0,0,5,7498.94634315856,1076.99259288921
"357",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1155.58965895078,1164.11604134724,0,1,0,400,559.027315099676,0,1,0,0,0,0,6,9246.94634315856,1163.99259288921
"420",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1053.58965895078,1053.11604134724,0,0,1,304,774.027315099676,1,0,0,0,0,0,6,8448.94634315856,1052.99259288921
"89",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1010.58965895078,1523.11604134724,1,0,0,0,-0.972684900323611,0,0,0,0,0,1,2,8468.94634315856,1009.99259288921
"962",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1327.58965895078,2869.11604134724,0,0,1,619,895.027315099676,0,0,0,0,0,0,7,12225.9463431586,1538.99259288921
"864",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1145.58965895078,1145.11604134724,0,0,1,672,1147.02731509968,1,0,0,0,0,0,5,7929.94634315856,1144.99259288921
"905",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,873.589658950783,899.116041347238,0,0,1,288,598.027315099676,0,1,0,0,0,0,6,6171.94634315856,898.99259288921
"1031",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,683.589658950783,1925.11604134724,0,0,1,0,-0.972684900323611,0,0,0,0,0,1,8,7080.94634315856,944.99259288921
"75",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,837.589658950783,1602.11604134724,0,0,1,379,-0.972684900323611,0,0,0,0,0,1,6,5788.94634315856,836.99259288921
"389",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1465.58965895078,1476.11604134724,0,1,0,577,-0.972684900323611,0,0,0,0,0,1,5,9380.94634315856,1475.99259288921
"1219",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-2.41034104921716,909.116041347238,0,0,1,0,-0.972684900323611,0,0,0,1,0,0,5,6238.94634315856,668.99259288921
"108",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,786.589658950783,786.116041347238,0,0,1,250,103.027315099676,0,0,0,0,0,0,5,5998.94634315856,785.99259288921
"1051",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1299.58965895078,1299.11604134724,0,1,0,436,-0.972684900323611,0,0,0,0,0,1,5,8991.94634315856,1298.99259288921
"756",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,726.589658950783,1468.11604134724,0,0,1,440,380.027315099676,0,1,0,0,0,0,5,3228.94634315856,738.99259288921
"54",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1839.58965895078,1839.11604134724,0,1,0,894,1809.02731509968,0,1,0,0,0,0,5,50269.9463431586,1838.99259288921
"492",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,803.589658950783,1575.11604134724,1,0,0,240,402.027315099676,1,0,0,0,0,0,7,9488.94634315856,954.99259288921
"939",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1388.58965895078,1959.11604134724,0,1,0,868,463.027315099676,0,1,0,0,0,0,5,8758.94634315856,1387.99259288921
"43",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,837.589658950783,881.116041347238,0,1,0,504,746.027315099676,0,0,0,0,0,0,7,9178.94634315856,880.99259288921
"1449",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,557.589658950783,1343.11604134724,0,0,1,384,-0.972684900323611,0,0,0,0,0,1,7,11765.9463431586,792.99259288921
"509",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,686.589658950783,1375.11604134724,0,1,0,360,140.027315099676,0,0,0,0,1,0,9,9598.94634315856,685.99259288921
"619",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1819.58965895078,1825.11604134724,0,1,0,774,47.0273150996764,0,1,0,0,0,0,5,11692.9463431586,1824.99259288921
"268",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,717.589658950783,2189.11604134724,0,1,0,240,377.027315099676,0,0,1,0,0,0,8,8398.94634315856,1048.99259288921
"1115",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,830.589658950783,830.116041347238,0,1,0,326,414.027315099676,0,0,0,0,1,0,7,5398.94634315856,829.99259288921
"1364",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,613.589658950783,1409.11604134724,0,1,0,432,-0.972684900323611,0,0,0,0,0,1,5,8497.94634315856,612.99259288921
"953",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,765.589658950783,765.116041347238,0,0,1,396,659.027315099676,0,1,0,0,0,0,8,7198.94634315856,764.99259288921
"1247",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,753.589658950783,1550.11604134724,0,1,0,615,-0.972684900323611,0,0,0,0,0,1,5,8123.94634315856,752.99259288921
"1274",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1016.58965895078,1354.11604134724,0,0,0,312,718.027315099676,0,0,0,0,0,0,7,11510.9463431586,1353.99259288921
"973",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,915.589658950783,915.116041347238,0,0,1,264,-0.972684900323611,0,0,0,0,0,1,5,7890.94634315856,914.99259288921
"446",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1433.58965895078,1686.11604134724,0,0,1,480,-0.972684900323611,0,0,0,0,0,1,5,9853.94634315856,1685.99259288921
"1261",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,838.589658950783,1672.11604134724,0,0,1,502,-0.972684900323611,0,0,0,0,0,1,5,24680.9463431586,888.99259288921
"142",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1731.58965895078,1731.11604134724,0,1,0,660,1299.02731509968,0,1,0,0,0,0,5,11643.9463431586,1730.99259288921
"55",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,381.589658950783,1357.11604134724,0,0,1,572,383.027315099676,0,0,0,0,0,0,5,7132.94634315856,1356.99259288921
"1385",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,557.589658950783,1255.11604134724,0,0,1,280,203.027315099676,0,0,0,0,1,0,5,9058.94634315856,694.99259288921
"580",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1047.58965895078,1792.11604134724,0,0,1,352,-0.972684900323611,0,0,0,0,0,1,5,12148.9463431586,1046.99259288921
"989",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,845.589658950783,2027.11604134724,0,1,0,551,155.027315099676,0,0,1,0,0,0,6,12044.9463431586,1114.99259288921
"604",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,597.589658950783,1197.11604134724,0,1,0,480,-0.972684900323611,0,0,0,0,0,1,5,3180.94634315856,596.99259288921
"65",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1054.58965895078,2031.11604134724,0,1,0,645,738.027315099676,0,1,0,0,0,0,5,9373.94634315856,1053.99259288921
"1227",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,891.589658950783,1930.11604134724,0,1,0,668,-0.972684900323611,0,0,0,0,0,1,5,14596.9463431586,890.99259288921
"474",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1973.58965895078,1973.11604134724,0,1,0,908,1349.02731509968,0,1,0,0,0,0,5,14975.9463431586,1972.99259288921
"2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1259.58965895078,1259.11604134724,0,0,1,460,977.027315099676,0,0,0,0,0,0,8,9598.94634315856,1258.99259288921
"440",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,681.589658950783,1193.11604134724,0,1,0,528,-0.972684900323611,0,0,0,0,0,1,8,12352.9463431586,680.99259288921
"260",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,-2.41034104921716,879.116041347238,0,0,1,308,-0.972684900323611,0,0,0,1,0,0,5,12700.9463431586,878.99259288921
"932",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,922.589658950783,922.116041347238,0,0,1,429,337.027315099676,1,0,0,0,0,0,6,9098.94634315856,921.99259288921
"711",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,267.589658950783,726.116041347238,0,0,1,0,-0.972684900323611,0,0,0,0,0,1,6,4128.94634315856,725.99259288921
"998",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1439.58965895078,1439.11604134724,0,0,1,615,-0.972684900323611,0,0,0,0,0,1,6,11715.9463431586,1438.99259288921
"472",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,805.589658950783,1966.11604134724,0,0,1,534,-0.972684900323611,0,0,0,0,0,1,6,11950.9463431586,1157.99259288921
"683",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1288.58965895078,1288.11604134724,0,1,0,431,1002.02731509968,0,1,0,0,0,0,5,2885.94634315856,1287.99259288921
"1083",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1456.58965895078,1456.11604134724,0,1,0,527,-0.972684900323611,0,0,0,0,0,1,5,8747.94634315856,1455.99259288921
"943",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1437.58965895078,1437.11604134724,0,0,1,0,1439.02731509968,0,1,0,0,0,0,3,7709.94634315856,1436.99259288921
"703",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1231.58965895078,2573.11604134724,0,0,0,666,-0.972684900323611,0,0,0,0,0,1,5,12436.9463431586,1260.99259288921
"392",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,801.589658950783,1958.11604134724,0,1,0,560,689.027315099676,0,0,0,0,0,0,5,12207.9463431586,800.99259288921
"1162",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1293.58965895078,1637.11604134724,0,1,0,924,727.027315099676,1,0,0,0,0,0,7,14776.9463431586,1636.99259288921
"237",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1411.58965895078,1411.11604134724,0,1,0,494,23.0273150996764,0,1,0,0,0,0,5,8771.94634315856,1410.99259288921
"849",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,904.589658950783,2355.11604134724,0,0,1,360,-0.972684900323611,0,0,0,0,0,1,8,45598.9463431586,1303.99259288921
"428",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,904.589658950783,904.116041347238,0,0,1,352,287.027315099676,0,0,0,0,1,0,6,8591.94634315856,903.99259288921
"488",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1481.58965895078,1481.11604134724,0,0,1,487,997.027315099676,0,0,0,0,0,0,6,12241.9463431586,1480.99259288921
"1221",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,909.589658950783,909.116041347238,0,0,1,288,311.027315099676,0,0,0,0,1,0,5,7798.94634315856,908.99259288921
"744",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,517.589658950783,1461.11604134724,0,0,1,480,443.027315099676,0,0,0,0,0,0,6,12884.9463431586,1460.99259288921
"152",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1707.58965895078,1707.11604134724,0,1,0,866,1399.02731509968,0,1,0,0,0,0,5,13889.9463431586,1706.99259288921
"830",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,597.589658950783,1220.11604134724,0,1,0,480,-0.972684900323611,0,0,0,0,0,1,5,2542.94634315856,516.99259288921
"924",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1601.58965895078,1614.11604134724,0,1,0,533,164.027315099676,0,0,1,0,0,0,5,8010.94634315856,1613.99259288921
"574",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,381.589658950783,1427.11604134724,0,0,1,400,-0.972684900323611,0,0,0,0,0,1,5,9965.94634315856,770.99259288921
"1284",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,909.589658950783,1821.11604134724,0,0,1,0,-0.972684900323611,0,0,0,0,0,1,5,9398.94634315856,908.99259288921
"185",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,501.589658950783,1249.11604134724,0,0,1,576,-0.972684900323611,0,0,0,0,0,1,8,7436.94634315856,932.99259288921
"996",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,744.589658950783,1227.11604134724,0,0,1,305,383.027315099676,0,0,0,0,0,0,7,4710.94634315856,770.99259288921
"1379",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,480.589658950783,984.116041347238,0,0,1,264,308.027315099676,1,0,0,0,0,0,5,1951.94634315856,479.99259288921
"1187",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,975.589658950783,1696.11604134724,0,0,1,420,439.027315099676,1,0,0,0,0,0,5,10613.9463431586,1010.99259288921
"23",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1774.58965895078,1792.11604134724,0,1,0,534,-0.972684900323611,0,0,0,0,0,1,5,9740.94634315856,1791.99259288921
"1425",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1021.58965895078,1341.11604134724,0,0,1,484,456.027315099676,0,0,0,0,0,0,5,9501.94634315856,1340.99259288921
"283",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1311.58965895078,1311.11604134724,0,1,0,626,903.027315099676,0,1,0,0,0,0,5,5061.94634315856,1310.99259288921
"159",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,988.589658950783,1944.11604134724,0,1,0,678,221.027315099676,0,1,0,0,0,0,5,12550.9463431586,987.99259288921
"385",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1577.58965895078,1950.11604134724,0,1,0,501,984.027315099676,0,1,0,0,0,0,5,53105.9463431586,1075.99259288921
"443",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1075.58965895078,1570.11604134724,0,0,1,360,-0.972684900323611,0,0,0,0,0,1,7,6238.94634315856,1124.99259288921
"418",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1367.58965895078,2621.11604134724,0,0,1,864,1127.02731509968,1,0,0,0,0,0,6,22418.9463431586,1366.99259288921
"1043",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1303.58965895078,1303.11604134724,0,1,0,624,899.027315099676,0,0,0,0,0,0,5,5379.94634315856,1302.99259288921
"813",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,537.589658950783,1041.11604134724,1,0,0,504,-0.972684900323611,0,0,0,0,0,1,5,8710.94634315856,1040.99259288921
"53",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,813.589658950783,813.116041347238,0,0,1,516,103.027315099676,0,0,1,0,0,0,5,8470.94634315856,812.99259288921
"531",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1458.58965895078,1506.11604134724,0,1,0,600,782.027315099676,0,1,0,0,0,0,5,10198.9463431586,1505.99259288921
"659",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,909.589658950783,1455.11604134724,0,0,1,330,-0.972684900323611,0,0,0,0,0,1,5,17501.9463431586,908.99259288921
"630",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1245.58965895078,1347.11604134724,0,0,1,520,623.027315099676,0,1,0,0,0,0,5,9018.94634315856,1346.99259288921
"634",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1053.58965895078,1053.11604134724,0,0,1,260,479.027315099676,1,0,0,0,0,0,7,9248.94634315856,1052.99259288921
"451",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,810.589658950783,810.116041347238,0,1,0,270,-0.972684900323611,0,0,0,0,0,1,8,5682.94634315856,809.99259288921
"975",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,725.589658950783,2016.11604134724,0,1,0,532,-0.972684900323611,0,0,0,0,0,1,8,11412.9463431586,1132.99259288921
"383",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,936.589658950783,1794.11604134724,0,1,0,639,-0.972684900323611,0,0,0,0,0,1,5,9243.94634315856,935.99259288921
"1349",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1479.58965895078,1491.11604134724,0,1,0,514,1442.02731509968,0,1,0,0,0,0,5,16194.9463431586,1490.99259288921
"1444",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,949.589658950783,949.116041347238,1,0,0,192,-0.972684900323611,0,0,0,0,0,1,6,8852.94634315856,948.99259288921
"1089",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,967.589658950783,1706.11604134724,0,1,0,380,-0.972684900323611,0,0,0,0,0,1,5,2520.94634315856,966.99259288921
"1045",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,2521.58965895078,2521.11604134724,0,1,0,542,1103.02731509968,0,0,0,0,0,0,5,9598.94634315856,2520.99259288921
